emp_length,state,homeownership,annual_income,debt_to_income,delinq_2y,months_since_last_delinq,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,combined_annual_income,combined_dti,months_since_last_delinq_never,months_since_90d_late_never,months_since_last_credit_inquiry_never,emp_length_missing,credit_history_years,loan_to_income,installment_to_income,credit_utilization_ratio,open_credit_ratio,cc_balance_ratio,open_cc_ratio,recent_account_ratio,accounts_per_credit_year,inquiries_per_credit_year,total_negative_marks,has_delinq_history,region,log_annual_income,log_loan_amount,target_delinquent
10.0,MD,OWN,58000.0,12.58,0,43.0,0,22,10,37300,14770,0,0,43.0,0,0,0,3,999.0,10,0,4,17000,14,9,6,2,86.4,0,0,debt_consolidation,individual,10000,36,58000.0,12.58,0,0,1,0,12,0.1724137931034483,0.05747126436781609,0.3959785522788204,0.45454545454545453,0.6666666666666666,0.6428571428571429,0.13636363636363635,1.8333333333333333,0.0,0,0,South,10.968215530759236,9.210440366976517,0
1.0,VA,RENT,105000.0,16.73,0,999.0,0,6,6,63600,53168,0,0,999.0,0,0,1,0,999.0,6,0,4,51100,5,5,4,0,100.0,0,0,debt_consolidation,individual,6000,36,105000.0,16.73,1,1,1,0,26,0.05714285714285714,0.019047619047619046,0.8359748427672956,1.0,0.8,1.0,0.0,0.23076923076923078,0.0,0,0,South,11.561725152903833,8.699681400989514,0
10.0,VA,MORTGAGE,114000.0,28.13,1,15.0,1,28,17,451597,88594,0,0,15.0,0,0,6,8,12.0,17,0,2,33000,14,10,8,5,96.4,0,0,credit_card,individual,20000,60,114000.0,28.13,0,0,0,0,15,0.17543859649122806,0.03508771929824561,0.19617933688664893,0.6071428571428571,0.8,0.7142857142857143,0.2857142857142857,1.8666666666666667,0.06666666666666667,1,1,South,11.643962499267984,9.90353755128617,0
10.0,CA,MORTGAGE,150000.0,7.89,0,999.0,1,22,8,96633,43253,0,0,999.0,0,0,2,6,2.0,8,0,4,54000,18,6,4,0,100.0,0,0,medical,individual,15000,36,150000.0,7.89,1,1,0,0,24,0.1,0.03333333333333333,0.4476007161114733,0.36363636363636365,0.6666666666666666,0.3333333333333333,0.2727272727272727,0.9166666666666666,0.041666666666666664,0,0,West,11.918397239722838,9.61587214452889,0
0.0,PA,MORTGAGE,69000.0,15.42,0,75.0,0,37,8,291176,33890,0,0,999.0,0,0,2,3,14.0,8,0,2,57700,23,5,3,2,94.3,0,0,debt_consolidation,individual,20000,36,69000.0,15.42,0,1,0,0,13,0.2898550724637681,0.0966183574879227,0.11639008709509026,0.21621621621621623,0.6,0.21739130434782608,0.08108108108108109,2.8461538461538463,0.0,0,0,Northeast,11.141876276228,9.90353755128617,0
10.0,FL,MORTGAGE,30000.0,32.4,0,27.0,1,27,23,69244,23425,0,0,38.0,0,0,1,4,10.0,21,0,5,16850,23,20,15,0,93.0,0,0,debt_consolidation,individual,10500,60,30000.0,32.4,0,0,0,0,11,0.35,0.07,0.338296458898966,0.8518518518518519,0.75,0.8695652173913043,0.14814814814814814,2.4545454545454546,0.09090909090909091,0,0,South,10.308985993422082,9.259225769705994,0
5.0,IL,MORTGAGE,60000.0,17.28,0,999.0,2,16,13,47882,36724,0,1,999.0,0,295,2,8,5.0,13,0,6,12300,13,11,8,1,100.0,0,1,credit_card,individual,11400,60,60000.0,17.28,1,1,0,0,14,0.19,0.038,0.7669687982958105,0.8125,0.7272727272727273,0.8461538461538461,0.5,1.1428571428571428,0.14285714285714285,2,1,Midwest,11.002116507732017,9.34145634983372,0
5.0,NH,MORTGAGE,74000.0,32.06,0,999.0,0,15,9,384554,63783,0,0,999.0,0,0,3,1,16.0,9,0,5,66400,7,5,5,3,100.0,0,0,car,individual,5500,36,74000.0,32.06,1,1,0,0,17,0.07432432432432433,0.02477477477477477,0.16586227161855033,0.6,1.0,0.7142857142857143,0.06666666666666667,0.8823529411764706,0.0,0,0,Northeast,11.211833885608513,8.612685172875459,0
0.0,UT,RENT,25000.0,3.7,1,14.0,1,6,4,1900,807,0,0,999.0,0,0,0,2,1.0,4,0,2,1200,6,4,3,0,66.7,0,0,debt_consolidation,individual,5000,36,25000.0,3.7,0,1,0,0,44,0.2,0.06666666666666667,0.42473684210526313,0.6666666666666666,0.75,0.6666666666666666,0.3333333333333333,0.13636363636363635,0.022727272727272728,1,1,West,10.12667110305036,8.517393171418904,0
6.0,DE,OWN,32000.0,22.09,0,34.0,6,13,6,30649,24714,0,0,34.0,0,0,3,7,1.0,6,0,2,2500,4,3,3,3,76.9,0,0,other,individual,9600,36,32000.0,22.09,0,0,0,1,18,0.3,0.10000000000000002,0.8063558354269307,0.46153846153846156,1.0,0.75,0.5384615384615384,0.7222222222222222,0.3333333333333333,0,0,South,10.373522431293592,9.169622538697624,0
0.0,MA,RENT,31000.0,16.26,0,56.0,2,32,21,43430,14955,0,0,60.0,0,0,1,11,9.0,21,0,8,22000,24,20,10,0,100.0,0,0,other,individual,15000,36,31000.0,16.26,0,0,0,0,7,0.4838709677419355,0.16129032258064516,0.34434722542021645,0.65625,0.5,0.8333333333333334,0.34375,4.571428571428571,0.2857142857142857,0,0,Northeast,10.34177474101152,9.61587214452889,0
3.0,NJ,RENT,64000.0,8.72,0,999.0,0,5,5,49500,19719,0,0,999.0,0,0,1,1,15.0,5,0,2,25000,4,4,2,0,100.0,0,0,debt_consolidation,individual,10000,36,64000.0,8.72,1,1,0,0,6,0.15625,0.052083333333333336,0.39836363636363636,1.0,0.5,1.0,0.2,0.8333333333333334,0.0,0,0,Northeast,11.06665398721974,9.210440366976517,0
3.0,KY,RENT,24000.0,16.3,0,999.0,1,11,11,54966,42068,0,0,999.0,0,0,9,3,1.0,11,0,1,10000,2,2,1,0,100.0,0,0,major_purchase,individual,10450,60,24000.0,16.3,1,1,0,0,5,0.4354166666666667,0.08708333333333333,0.7653458501619183,1.0,0.5,1.0,0.2727272727272727,2.2,0.2,0,0,South,10.085850775128717,9.254452946594503,0
2.0,NC,MORTGAGE,77000.0,16.04,0,999.0,3,23,16,188426,59514,0,0,999.0,0,0,5,8,1.0,16,0,2,14800,11,10,2,1,100.0,0,0,credit_card,individual,7200,36,77000.0,16.04,1,1,0,0,4,0.09350649350649351,0.03116883116883117,0.315848131361914,0.6956521739130435,0.2,0.9090909090909091,0.34782608695652173,5.75,0.75,0,0,South,11.251573687764477,8.881975184248867,0
10.0,FL,MORTGAGE,31000.0,28.42,0,999.0,0,15,8,190216,24861,0,0,999.0,0,0,1,0,999.0,8,0,4,20300,7,6,6,4,100.0,0,0,debt_consolidation,joint,35000,60,81065.0,25.59,1,1,1,0,15,0.4317522975390119,0.08635045950780239,0.1306987845396812,0.5333333333333333,1.0,0.8571428571428571,0.0,1.0,0.0,0,0,South,11.303018916688014,10.463131911491967,0
6.0,OR,RENT,13930.0,21.94,0,999.0,1,11,6,13450,4212,0,0,999.0,0,0,1,6,6.0,6,0,3,2700,10,5,4,0,100.0,0,0,debt_consolidation,individual,4200,36,13930.0,21.94,1,1,0,1,6,0.3015075376884422,0.10050251256281408,0.31315985130111523,0.5454545454545454,0.8,0.5,0.5454545454545454,1.8333333333333333,0.16666666666666666,0,0,West,9.541871851706224,8.343077871169383,0
0.0,OH,RENT,60000.0,19.22,0,999.0,3,23,14,69357,68594,0,0,999.0,0,0,9,2,6.0,14,0,3,10600,4,4,4,0,100.0,0,0,other,individual,2400,36,60000.0,19.22,1,1,0,0,9,0.04,0.013333333333333334,0.9889989474746601,0.6086956521739131,1.0,1.0,0.08695652173913043,2.5555555555555554,0.3333333333333333,0,0,Midwest,11.002116507732017,7.783640596221253,0
9.0,TX,MORTGAGE,41787.0,37.74,0,999.0,1,32,11,42639,36441,0,0,999.0,0,0,2,7,5.0,11,0,8,22300,17,9,9,1,100.0,0,0,credit_card,individual,12800,36,41787.0,37.74,1,1,0,0,24,0.3063153612367483,0.10210512041224942,0.8546401182016464,0.34375,1.0,0.5294117647058824,0.21875,1.3333333333333333,0.041666666666666664,0,0,South,10.640364495957398,9.45727857185611,0
4.0,CA,MORTGAGE,45000.0,15.44,0,999.0,2,31,18,215675,13559,0,1,999.0,0,0,2,13,9.0,18,0,5,20700,21,15,6,2,100.0,0,1,other,joint,8000,36,100000.0,16.37,1,1,0,0,11,0.08,0.026666666666666665,0.06286774081372436,0.5806451612903226,0.4,0.7142857142857143,0.41935483870967744,2.8181818181818183,0.18181818181818182,2,1,West,11.51293546492023,8.987321812850125,0
0.0,OK,MORTGAGE,77000.0,18.39,0,37.0,3,11,7,174300,31663,0,0,999.0,0,542,3,4,1.0,7,0,2,12400,5,3,3,1,90.0,0,0,debt_consolidation,individual,30000,36,77000.0,18.39,0,1,0,0,15,0.38961038961038963,0.12987012987012986,0.18165806081468733,0.6363636363636364,1.0,0.6,0.36363636363636365,0.7333333333333333,0.2,0,0,South,11.251573687764477,10.308985993422082,0
1.0,PA,MORTGAGE,72000.0,27.23,0,36.0,7,21,13,158659,65964,0,1,999.0,0,0,5,8,0.0,13,0,2,7900,8,7,4,1,95.2,0,1,debt_consolidation,individual,7000,36,72000.0,27.23,0,1,0,0,15,0.09722222222222222,0.03240740740740741,0.41575958502196536,0.6190476190476191,0.5714285714285714,0.875,0.38095238095238093,1.4,0.4666666666666667,2,1,Northeast,11.184435286790631,8.853808274977197,0
8.0,TX,MORTGAGE,165000.0,11.14,0,999.0,2,24,8,103527,70510,0,0,999.0,0,0,2,5,12.0,8,0,3,43500,9,6,4,2,100.0,0,0,other,individual,25000,36,165000.0,11.14,1,1,0,0,16,0.15151515151515152,0.050505050505050504,0.6810783660301177,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.20833333333333334,1.5,0.125,0,0,South,12.013706813470414,10.12667110305036,0
10.0,FL,MORTGAGE,43000.0,1.56,0,999.0,3,30,15,45100,860,0,0,999.0,0,0,0,8,0.0,15,0,3,35600,21,15,3,2,100.0,0,0,home_improvement,individual,40000,60,43000.0,1.56,1,1,0,0,32,0.9302325581395349,0.18604651162790695,0.019068736141906874,0.5,0.2,0.7142857142857143,0.26666666666666666,0.9375,0.09375,0,0,South,10.668978650219241,10.596659732783579,0
10.0,VA,MORTGAGE,90000.0,17.44,0,999.0,1,32,10,524622,87687,0,0,999.0,0,0,2,3,12.0,10,0,3,63500,14,7,3,4,100.0,0,0,debt_consolidation,individual,24000,60,90000.0,17.44,1,1,0,0,17,0.26666666666666666,0.05333333333333334,0.167143200247035,0.3125,0.42857142857142855,0.5,0.09375,1.8823529411764706,0.058823529411764705,0,0,South,11.407576060361786,10.085850775128717,0
10.0,SD,OWN,95000.0,11.45,0,999.0,2,40,10,73740,14461,0,1,999.0,0,0,1,6,3.0,10,0,5,29600,23,9,8,0,100.0,0,1,debt_consolidation,individual,5000,36,95000.0,11.45,1,1,0,0,41,0.05263157894736842,0.017543859649122806,0.19610794684024951,0.25,0.8888888888888888,0.391304347826087,0.15,0.975609756097561,0.04878048780487805,2,1,Midwest,11.461642696843066,8.517393171418904,0
10.0,MO,MORTGAGE,152000.0,21.09,0,48.0,5,44,18,476029,121076,0,0,999.0,0,0,3,9,2.0,18,0,4,170900,27,13,6,4,97.7,0,0,small_business,individual,40000,60,152000.0,21.09,0,1,0,0,15,0.2631578947368421,0.05263157894736842,0.2543458486772865,0.4090909090909091,0.46153846153846156,0.48148148148148145,0.20454545454545456,2.933333333333333,0.3333333333333333,0,0,Midwest,11.931642378754141,10.596659732783579,0
2.0,IL,MORTGAGE,49500.0,34.86,0,999.0,1,35,14,241110,159851,0,0,999.0,0,0,6,8,2.0,14,0,3,26700,8,7,5,1,100.0,0,0,credit_card,individual,15000,60,49500.0,34.86,1,1,0,0,10,0.30303030303030304,0.06060606060606061,0.6629795529011654,0.4,0.7142857142857143,0.875,0.22857142857142856,3.5,0.1,0,0,Midwest,10.809748150372926,9.61587214452889,0
5.0,TX,OWN,32000.0,13.77,0,36.0,1,21,15,37596,18294,0,0,36.0,0,1176,7,9,12.0,15,0,3,11800,13,8,6,0,76.2,0,0,home_improvement,individual,5000,36,32000.0,13.77,0,0,0,0,12,0.15625,0.052083333333333336,0.486594318544526,0.7142857142857143,0.75,0.6153846153846154,0.42857142857142855,1.75,0.08333333333333333,0,0,South,10.373522431293592,8.517393171418904,0
8.0,FL,RENT,78000.0,9.61,0,58.0,3,21,15,48354,40982,0,1,58.0,0,1358,8,3,4.0,15,0,5,11900,8,7,6,1,68.4,0,1,credit_card,individual,7000,36,78000.0,9.61,0,0,0,0,20,0.08974358974358974,0.029914529914529916,0.8475410514124995,0.7142857142857143,0.8571428571428571,0.875,0.14285714285714285,1.05,0.15,2,1,South,11.264476926102367,8.853808274977197,0
2.0,AZ,RENT,52000.0,24.39,0,999.0,4,23,9,86360,47451,0,0,999.0,0,8003,4,3,2.0,9,0,1,24500,11,5,1,1,100.0,0,0,debt_consolidation,individual,17450,60,52000.0,24.39,1,1,0,0,12,0.33557692307692305,0.06711538461538462,0.549455766558592,0.391304347826087,0.2,0.45454545454545453,0.13043478260869565,1.9166666666666667,0.3333333333333333,0,0,West,10.859018228147887,9.767152232578871,0
10.0,NY,MORTGAGE,147000.0,5.16,0,56.0,6,11,8,386381,23551,0,0,999.0,0,0,1,6,1.0,8,0,5,20500,6,6,6,1,81.8,0,0,debt_consolidation,individual,30000,60,147000.0,5.16,0,1,0,0,11,0.20408163265306123,0.04081632653061224,0.060952790121667474,0.7272727272727273,1.0,1.0,0.5454545454545454,1.0,0.5454545454545454,0,0,Northeast,11.898194668458823,10.308985993422082,0
10.0,NJ,OWN,140000.0,28.53,0,999.0,1,40,14,454500,177350,0,0,999.0,0,0,1,5,6.0,14,0,7,77500,23,12,11,3,100.0,0,0,debt_consolidation,individual,15000,36,140000.0,28.53,1,1,0,0,33,0.10714285714285714,0.03571428571428572,0.3902090209020902,0.35,0.9166666666666666,0.5217391304347826,0.125,1.2121212121212122,0.030303030303030304,0,0,Northeast,11.849404844423074,9.61587214452889,0
5.0,IL,RENT,50000.0,20.74,0,999.0,8,39,28,128476,16061,0,0,999.0,0,0,1,7,1.0,28,0,9,60000,32,27,14,1,100.0,0,0,debt_consolidation,individual,20000,36,50000.0,20.74,1,1,0,0,14,0.4,0.13333333333333333,0.1250116753323578,0.717948717948718,0.5185185185185185,0.84375,0.1794871794871795,2.7857142857142856,0.5714285714285714,0,0,Midwest,10.819798284210286,9.90353755128617,0
6.0,MN,RENT,55000.0,12.22,4,19.0,3,22,16,26500,10994,0,1,19.0,0,0,0,4,2.0,16,0,4,7600,22,16,13,0,85.7,0,1,debt_consolidation,individual,15000,60,55000.0,12.22,0,0,0,1,16,0.2727272727272727,0.05454545454545455,0.4148679245283019,0.7272727272727273,0.8125,0.7272727272727273,0.18181818181818182,1.375,0.1875,6,1,Midwest,10.915106645867503,9.61587214452889,0
3.0,TX,MORTGAGE,190000.0,15.84,0,999.0,0,15,10,619105,84019,0,0,999.0,0,0,2,5,18.0,10,0,3,62000,9,6,5,2,100.0,0,0,debt_consolidation,individual,12000,36,190000.0,15.84,1,1,0,0,16,0.06315789473684211,0.021052631578947368,0.13571042068792855,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.9375,0.0,0,0,South,12.154784614286667,9.392745258631441,0
10.0,CO,RENT,126000.0,3.82,0,999.0,0,9,3,49529,7020,0,0,999.0,0,0,1,0,999.0,3,0,1,27200,5,2,1,0,100.0,0,0,debt_consolidation,individual,16500,36,126000.0,3.82,1,1,1,0,13,0.13095238095238096,0.04365079365079365,0.14173514506652668,0.3333333333333333,0.5,0.4,0.0,0.6923076923076923,0.0,0,0,West,11.744045122410057,9.711176264112805,0
10.0,MA,MORTGAGE,95000.0,15.48,0,999.0,2,18,13,277964,47779,0,1,999.0,0,0,3,9,7.0,13,0,6,39100,10,9,7,1,100.0,0,1,debt_consolidation,individual,19200,36,95000.0,15.48,1,1,0,0,6,0.20210526315789473,0.06736842105263158,0.1718891655034465,0.7222222222222222,0.7777777777777778,0.9,0.5,3.0,0.3333333333333333,2,1,Northeast,11.461642696843066,9.862717639992917,0
10.0,NJ,MORTGAGE,80000.0,14.16,0,999.0,2,19,11,285387,22788,0,0,999.0,0,0,2,3,1.0,11,0,6,32500,11,8,6,2,100.0,0,0,major_purchase,individual,7050,36,80000.0,14.16,1,1,0,0,7,0.088125,0.029375000000000002,0.07984946756509581,0.5789473684210527,0.75,0.7272727272727273,0.15789473684210525,2.7142857142857144,0.2857142857142857,0,0,Northeast,11.289794413577894,8.860924729719041,0
10.0,MN,MORTGAGE,23000.0,49.58,0,59.0,2,31,11,44927,29553,0,1,59.0,0,0,1,3,0.0,10,0,7,14700,17,10,7,2,96.0,0,1,credit_card,joint,15000,60,98000.0,19.87,0,0,0,0,22,0.15306122448979592,0.030612244897959183,0.6578004318116055,0.3548387096774194,0.7,0.5882352941176471,0.0967741935483871,1.4090909090909092,0.09090909090909091,2,1,Midwest,11.49273296168228,9.61587214452889,0
10.0,NY,OWN,66000.0,13.27,0,50.0,0,11,7,65475,60327,0,0,999.0,0,0,1,2,17.0,7,0,3,20800,9,6,5,1,81.8,0,0,debt_consolidation,joint,11200,36,169000.0,16.56,0,1,0,0,26,0.06627218934911243,0.02209072978303747,0.9213745704467354,0.6363636363636364,0.8333333333333334,0.6666666666666666,0.18181818181818182,0.4230769230769231,0.0,0,0,Northeast,12.037659911047468,9.32375833901174,0
5.0,IL,RENT,60000.0,16.72,0,999.0,13,11,11,242220,30552,0,0,999.0,0,0,2,7,4.0,11,0,6,15600,8,8,7,1,100.0,0,0,debt_consolidation,individual,8000,36,60000.0,16.72,1,1,0,0,4,0.13333333333333333,0.044444444444444446,0.12613326727768145,1.0,0.875,1.0,0.6363636363636364,2.75,3.25,0,0,Midwest,11.002116507732017,8.987321812850125,0
0.0,TX,MORTGAGE,101000.0,18.5,1,5.0,2,41,15,343573,39168,0,0,5.0,0,0,4,8,11.0,15,0,4,20000,26,10,5,2,95.1,0,0,debt_consolidation,individual,20000,60,101000.0,18.5,0,0,0,0,11,0.19801980198019803,0.039603960396039604,0.11400197337974753,0.36585365853658536,0.5,0.38461538461538464,0.1951219512195122,3.727272727272727,0.18181818181818182,1,1,South,11.522885696764481,9.90353755128617,0
4.0,TN,MORTGAGE,113000.0,15.28,0,999.0,6,29,21,795794,78028,0,1,999.0,0,0,9,7,0.0,21,0,4,16600,13,10,7,3,100.0,0,1,home_improvement,individual,10800,60,113000.0,15.28,1,1,0,0,14,0.09557522123893805,0.01911504424778761,0.09805050050641247,0.7241379310344828,0.7,0.7692307692307693,0.2413793103448276,2.0714285714285716,0.42857142857142855,2,1,South,11.635151947212842,9.287394001418473,0
10.0,NH,MORTGAGE,61000.0,19.05,0,58.0,9,41,11,141543,42210,0,0,58.0,0,15599,2,3,2.0,11,0,1,3000,27,8,4,3,87.8,0,0,debt_consolidation,individual,7200,36,61000.0,19.05,0,0,0,0,18,0.1180327868852459,0.03934426229508197,0.29821326381382335,0.2682926829268293,0.5,0.2962962962962963,0.07317073170731707,2.2777777777777777,0.5,0,0,Northeast,11.0186455364637,8.881975184248867,0
1.0,SC,RENT,28000.0,26.96,0,999.0,0,11,10,28300,13329,0,0,999.0,0,0,1,0,19.0,10,0,5,7900,10,9,8,0,100.0,0,0,debt_consolidation,individual,12000,36,28000.0,26.96,1,1,0,0,5,0.42857142857142855,0.14285714285714285,0.4709893992932862,0.9090909090909091,0.8888888888888888,0.9,0.0,2.2,0.0,0,0,South,10.239995502805316,9.392745258631441,0
2.0,NY,MORTGAGE,75000.0,21.63,0,999.0,2,27,17,213035,79897,0,0,999.0,0,0,2,7,5.0,17,0,4,46900,19,14,7,3,100.0,0,0,credit_card,individual,20000,36,75000.0,21.63,1,1,0,0,12,0.26666666666666666,0.08888888888888889,0.37504165982115617,0.6296296296296297,0.5,0.7368421052631579,0.25925925925925924,2.25,0.16666666666666666,0,0,Northeast,11.225256725762893,9.90353755128617,0
2.0,FL,MORTGAGE,44000.0,24.77,0,999.0,8,16,9,56476,40706,0,0,999.0,0,167,3,7,3.0,9,0,2,9500,8,6,5,0,100.0,0,0,home_improvement,individual,7200,36,44000.0,24.77,1,1,0,0,5,0.16363636363636364,0.05454545454545455,0.7207663432254409,0.5625,0.8333333333333334,0.75,0.4375,3.2,1.6,0,0,South,10.691967639914864,8.881975184248867,0
2.0,TX,RENT,60000.0,18.36,0,999.0,2,15,5,36564,20307,0,0,999.0,0,110,2,2,10.0,5,0,1,600,2,2,2,0,100.0,0,0,small_business,individual,6000,36,60000.0,18.36,1,1,0,0,5,0.1,0.03333333333333333,0.5553823432884805,0.3333333333333333,1.0,1.0,0.13333333333333333,3.0,0.4,0,0,South,11.002116507732017,8.699681400989514,0
10.0,TX,RENT,47000.0,18.92,0,999.0,0,22,8,24823,11443,0,0,999.0,0,0,3,5,17.0,8,0,3,8300,7,5,3,0,100.0,0,0,debt_consolidation,individual,5000,36,47000.0,18.92,1,1,0,0,12,0.10638297872340426,0.03546099290780142,0.4609837650566007,0.36363636363636365,0.6,0.7142857142857143,0.22727272727272727,1.8333333333333333,0.0,0,0,South,10.757924157061597,8.517393171418904,0
2.0,FL,RENT,58000.0,14.66,0,999.0,2,15,9,101890,43411,0,0,999.0,0,0,3,7,4.0,9,0,1,36600,7,6,3,0,100.0,0,0,debt_consolidation,individual,16000,60,58000.0,14.66,1,1,0,0,2,0.27586206896551724,0.055172413793103454,0.42605751300422023,0.6,0.5,0.8571428571428571,0.4666666666666667,7.5,1.0,0,0,South,10.968215530759236,9.680406499268875,0
10.0,AL,MORTGAGE,55000.0,29.58,0,62.0,0,30,14,245213,27408,0,0,62.0,0,0,5,3,17.0,14,0,3,22300,14,7,6,4,93.3,0,0,debt_consolidation,individual,15600,36,55000.0,29.58,0,0,0,0,20,0.28363636363636363,0.09454545454545454,0.11177221436057631,0.4666666666666667,0.8571428571428571,0.5,0.1,1.5,0.0,0,0,South,10.915106645867503,9.65509029374725,0
6.0,WY,RENT,31812.0,37.83,0,999.0,0,16,8,58700,38487,0,0,999.0,0,0,0,1,999.0,8,0,6,48400,15,7,6,0,100.0,0,0,debt_consolidation,individual,10000,60,31812.0,37.83,1,1,1,1,16,0.314346787375833,0.0628693574751666,0.655655877342419,0.5,0.8571428571428571,0.4666666666666667,0.0625,1.0,0.0,0,0,West,10.367630290261705,9.210440366976517,0
5.0,CA,RENT,95000.0,13.49,1,14.0,2,18,9,66559,47029,0,0,58.0,0,826,1,8,6.0,9,0,1,2100,13,7,6,0,83.3,0,0,moving,individual,10000,36,95000.0,13.49,0,0,0,0,17,0.10526315789473684,0.03508771929824561,0.7065761204345017,0.5,0.8571428571428571,0.5384615384615384,0.4444444444444444,1.0588235294117647,0.11764705882352941,1,1,West,11.461642696843066,9.210440366976517,0
0.0,PA,MORTGAGE,65000.0,29.36,7,15.0,0,14,12,86480,66933,0,0,999.0,0,0,9,0,999.0,12,0,3,34900,4,3,3,0,50.0,0,0,debt_consolidation,individual,30000,36,65000.0,29.36,0,1,1,0,16,0.46153846153846156,0.15384615384615385,0.7739708603145236,0.8571428571428571,1.0,0.75,0.0,0.875,0.0,7,1,Northeast,11.082157933374816,10.308985993422082,0
4.0,CA,RENT,250000.0,1.12,0,75.0,0,12,9,27800,5459,0,0,999.0,0,0,0,3,19.0,9,0,5,20200,10,8,6,0,100.0,0,0,debt_consolidation,individual,30000,36,250000.0,1.12,0,1,0,0,16,0.12,0.04,0.19636690647482014,0.75,0.75,0.8,0.25,0.75,0.0,0,0,West,12.429220196836383,10.308985993422082,0
10.0,CO,MORTGAGE,55200.0,18.67,0,999.0,0,25,12,206967,57403,0,0,999.0,0,0,7,4,999.0,12,0,3,26400,9,4,3,5,100.0,0,0,credit_card,individual,16000,36,55200.0,18.67,1,1,1,0,16,0.2898550724637681,0.0966183574879227,0.27735339450250523,0.48,0.75,0.4444444444444444,0.16,1.5625,0.0,0,0,West,10.918736348043124,9.680406499268875,0
10.0,NY,RENT,42000.0,25.23,1,22.0,1,23,9,55732,29882,0,0,22.0,0,0,2,5,6.0,9,0,1,11500,15,7,2,0,95.7,0,0,credit_card,individual,20000,36,42000.0,25.23,0,0,0,0,17,0.47619047619047616,0.15873015873015872,0.5361731141893347,0.391304347826087,0.2857142857142857,0.4666666666666667,0.21739130434782608,1.3529411764705883,0.058823529411764705,1,1,Northeast,10.645448706505872,9.90353755128617,0
6.0,MO,MORTGAGE,30784.0,27.56,0,47.0,2,20,7,130301,9913,0,0,47.0,0,0,1,5,5.0,7,0,3,14300,8,4,4,2,85.0,0,0,debt_consolidation,joint,6275,36,66292.0,38.41,0,0,0,1,26,0.09465697218367224,0.03155232406122408,0.07607769702458154,0.35,1.0,0.5,0.25,0.7692307692307693,0.07692307692307693,0,0,Midwest,11.101839589906104,8.744488113852924,0
4.0,FL,OWN,60000.0,26.88,0,999.0,2,55,23,350266,76834,1,0,999.0,0,193,3,10,9.0,23,0,5,30600,22,19,6,2,100.0,0,0,credit_card,individual,15000,36,60000.0,26.88,1,1,0,0,6,0.25,0.08333333333333334,0.21935900144461637,0.41818181818181815,0.3157894736842105,0.8636363636363636,0.18181818181818182,9.166666666666666,0.3333333333333333,1,1,South,11.002116507732017,9.61587214452889,0
10.0,MO,MORTGAGE,120000.0,21.45,0,999.0,0,34,10,179741,165182,0,0,999.0,0,0,2,8,14.0,10,0,3,28500,20,8,6,6,100.0,0,0,debt_consolidation,individual,16000,60,120000.0,21.45,1,1,0,0,17,0.13333333333333333,0.02666666666666667,0.9190001168347789,0.29411764705882354,0.75,0.4,0.23529411764705882,2.0,0.0,0,0,Midwest,11.695255355062795,9.680406499268875,0
4.0,CA,MORTGAGE,63000.0,15.3,0,78.0,3,22,11,33048,20366,0,1,999.0,0,0,2,9,8.0,11,0,2,2300,14,9,8,0,100.0,0,1,debt_consolidation,individual,10000,36,63000.0,15.3,0,1,0,0,14,0.15873015873015872,0.05291005291005291,0.6162551440329218,0.5,0.8888888888888888,0.6428571428571429,0.4090909090909091,1.5714285714285714,0.21428571428571427,2,1,West,11.050905878263567,9.210440366976517,1
10.0,NY,MORTGAGE,155000.0,16.13,0,999.0,2,33,12,294645,96202,0,0,999.0,0,0,6,11,6.0,12,0,1,24500,13,4,2,2,100.0,0,0,major_purchase,individual,25000,36,155000.0,16.13,1,1,0,0,11,0.16129032258064516,0.053763440860215055,0.32650138302024473,0.36363636363636365,0.5,0.3076923076923077,0.3333333333333333,3.0,0.18181818181818182,0,0,Northeast,11.951186847493476,10.12667110305036,0
1.0,MA,RENT,40000.0,2.91,0,999.0,2,6,4,15800,2523,0,0,999.0,0,0,0,4,7.0,4,0,2,13800,6,4,3,0,100.0,0,0,car,individual,12000,36,40000.0,2.91,1,1,0,0,2,0.3,0.09999999999999999,0.15968354430379747,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,3.0,1.0,0,0,Northeast,10.596659732783579,9.392745258631441,0
